Embedding Index statistics
==================================================

Total occurrence: 249344
Index 46023: 25 times
Index 45793: 25 times
Index 18449: 25 times
Index 62507: 25 times
Index 9045: 25 times
Index 22845: 25 times
Index 17602: 25 times
Index 30483: 25 times
Index 48677: 25 times
Index 61504: 25 times
Index 45344: 25 times
Index 47717: 24 times
Index 61327: 24 times
Index 37826: 24 times
Index 1718: 24 times
Index 59567: 24 times
Index 31675: 24 times
Index 31574: 24 times
Index 45062: 24 times
Index 52494: 24 times
Index 32392: 24 times
Index 46058: 24 times
Index 17371: 24 times
Index 57003: 24 times
Index 21185: 24 times
Index 8172: 24 times
Index 26027: 24 times
Index 17968: 24 times
Index 49034: 24 times
Index 44688: 24 times
Index 10392: 24 times
Index 58774: 24 times
Index 50141: 24 times
Index 9799: 24 times
Index 22362: 24 times
Index 5805: 24 times
Index 29029: 24 times
Index 7306: 24 times
Index 49386: 24 times
Index 6120: 24 times
Index 41836: 24 times
Index 7708: 24 times
Index 6274: 24 times
Index 22064: 24 times
Index 26023: 24 times
Index 23115: 24 times
Index 34796: 24 times
Index 257: 24 times
Index 11965: 24 times
Index 20757: 24 times
Index 62996: 23 times
Index 38894: 23 times
Index 62473: 23 times
Index 36855: 23 times
Index 12033: 23 times
Index 53299: 23 times
Index 5125: 23 times
Index 40022: 23 times
Index 64931: 23 times
Index 8847: 23 times
Index 30276: 23 times
Index 52164: 23 times
Index 54400: 23 times
Index 25589: 23 times
Index 2229: 23 times
Index 21576: 23 times
Index 30809: 23 times
Index 55536: 23 times
Index 32691: 23 times
Index 42369: 23 times
Index 21085: 23 times
Index 34184: 23 times
Index 53396: 23 times
Index 10259: 23 times
Index 2045: 23 times
Index 18498: 23 times
Index 43452: 23 times
Index 27241: 23 times
Index 22301: 23 times
Index 20128: 23 times
Index 31128: 23 times
Index 41057: 23 times
Index 905: 23 times
Index 9908: 23 times
Index 49455: 23 times
Index 9502: 23 times
Index 42912: 23 times
Index 59476: 23 times
Index 26954: 23 times
Index 28556: 23 times
Index 8396: 23 times
Index 52955: 23 times
Index 650: 23 times
Index 8686: 23 times
Index 23982: 23 times
Index 131: 23 times
Index 58962: 23 times
Index 38106: 22 times
Index 64650: 22 times
Index 60184: 22 times
Index 58604: 22 times
Index 46218: 22 times
Index 27744: 22 times
Index 20502: 22 times
Index 9531: 22 times
Index 43244: 22 times
Index 33446: 22 times
Index 10802: 22 times
Index 50597: 22 times
Index 33543: 22 times
Index 65004: 22 times
Index 46695: 22 times
Index 11740: 22 times
Index 30085: 22 times
Index 5804: 22 times
Index 59431: 22 times
Index 26216: 22 times
Index 51372: 22 times
Index 5350: 22 times
Index 52592: 22 times
Index 52203: 22 times
Index 44563: 22 times
Index 10351: 22 times
Index 25538: 22 times
Index 33291: 22 times
Index 61657: 22 times
Index 10933: 22 times
Index 52676: 22 times
Index 44234: 22 times
Index 2673: 22 times
Index 33571: 22 times
Index 38335: 22 times
Index 18008: 22 times
Index 64405: 22 times
Index 61537: 22 times
Index 45420: 22 times
Index 40929: 22 times
Index 54260: 22 times
Index 51878: 22 times
Index 10507: 22 times
Index 56981: 22 times
Index 15275: 22 times
Index 36843: 22 times
Index 56070: 22 times
Index 52425: 22 times
Index 53946: 22 times
Index 44755: 22 times
Index 13646: 22 times
Index 24791: 22 times
Index 59543: 22 times
Index 57031: 22 times
Index 9415: 22 times
Index 41211: 22 times
Index 37521: 21 times
Index 44928: 21 times
Index 43143: 21 times
Index 28042: 21 times
Index 23325: 21 times
Index 43533: 21 times
Index 32280: 21 times
Index 3284: 21 times
Index 41110: 21 times
Index 8318: 21 times
Index 44887: 21 times
Index 25203: 21 times
Index 54622: 21 times
Index 26293: 21 times
Index 30703: 21 times
Index 55246: 21 times
Index 27108: 21 times
Index 24256: 21 times
Index 19474: 21 times
Index 3853: 21 times
Index 37642: 21 times
Index 52999: 21 times
Index 53192: 21 times
Index 22171: 21 times
Index 21116: 21 times
Index 34875: 21 times
Index 9345: 21 times
Index 21678: 21 times
Index 51323: 21 times
Index 33559: 21 times
Index 47945: 21 times
Index 23479: 21 times
Index 27846: 21 times
Index 49641: 21 times
Index 7589: 21 times
Index 45859: 21 times
Index 44516: 21 times
Index 60911: 21 times
Index 1645: 21 times
Index 53176: 21 times
Index 7394: 21 times
Index 11656: 21 times
Index 58385: 20 times
Index 60493: 20 times
Index 46536: 20 times
Index 23980: 20 times
Index 22058: 20 times
Index 53870: 20 times
Index 6920: 20 times
Index 58022: 20 times
Index 51682: 20 times
Index 12310: 20 times
Index 43625: 20 times
Index 25156: 20 times
Index 10731: 20 times
Index 55642: 20 times
Index 34934: 20 times
Index 62748: 20 times
Index 6999: 20 times
Index 10771: 20 times
Index 43818: 20 times
Index 5780: 20 times
Index 54532: 20 times
Index 29666: 20 times
Index 64591: 20 times
Index 1801: 20 times
Index 16713: 20 times
Index 64916: 20 times
Index 51700: 20 times
Index 44529: 20 times
Index 64112: 20 times
Index 52331: 20 times
Index 21217: 20 times
Index 31557: 20 times
Index 40270: 20 times
Index 18601: 20 times
Index 34923: 20 times
Index 42851: 20 times
Index 15039: 20 times
Index 18570: 20 times
Index 26006: 20 times
Index 37965: 20 times
Index 61066: 20 times
Index 34987: 20 times
Index 19836: 20 times
Index 26410: 20 times
Index 64598: 20 times
Index 36006: 20 times
Index 37112: 20 times
Index 37055: 20 times
Index 30582: 20 times
Index 49171: 20 times
Index 353: 20 times
Index 17318: 20 times
Index 41806: 20 times
Index 36711: 20 times
Index 448: 20 times
Index 56971: 19 times
Index 41414: 19 times
Index 52452: 19 times
Index 52343: 19 times
Index 8516: 19 times
Index 3982: 19 times
Index 41755: 19 times
Index 43627: 19 times
Index 7689: 19 times
Index 53990: 19 times
Index 37077: 19 times
Index 30348: 19 times
Index 27019: 19 times
Index 5381: 19 times
Index 40995: 19 times
Index 63455: 19 times
Index 49159: 19 times
Index 58513: 19 times
Index 62381: 19 times
Index 32951: 19 times
Index 37968: 19 times
Index 3060: 19 times
Index 62179: 19 times
Index 64404: 19 times
Index 56494: 19 times
Index 21214: 19 times
Index 35262: 19 times
Index 29244: 19 times
Index 8944: 19 times
Index 53354: 19 times
Index 58594: 19 times
Index 52915: 19 times
Index 37680: 19 times
Index 51659: 19 times
Index 41558: 19 times
Index 47792: 19 times
Index 6936: 19 times
Index 53321: 19 times
Index 6853: 19 times
Index 22572: 19 times
Index 4009: 19 times
Index 12398: 19 times
Index 56276: 19 times
Index 25770: 19 times
Index 12453: 19 times
Index 28630: 19 times
Index 65: 19 times
Index 26867: 19 times
Index 63613: 19 times
Index 57209: 19 times
Index 53430: 19 times
Index 11270: 19 times
Index 584: 19 times
Index 29415: 19 times
Index 15796: 19 times
Index 8180: 19 times
Index 61072: 19 times
Index 21441: 19 times
Index 51767: 19 times
Index 25163: 19 times
Index 35445: 19 times
Index 335: 19 times
Index 51150: 18 times
Index 25464: 18 times
Index 48701: 18 times
Index 9950: 18 times
Index 54390: 18 times
Index 15245: 18 times
Index 19746: 18 times
Index 53039: 18 times
Index 24777: 18 times
Index 65406: 18 times
Index 64466: 18 times
Index 10684: 18 times
Index 57609: 18 times
Index 26585: 18 times
Index 31434: 18 times
Index 53808: 18 times
Index 12300: 18 times
Index 17208: 18 times
Index 45056: 18 times
Index 5317: 18 times
Index 54864: 18 times
Index 38414: 18 times
Index 50844: 18 times
Index 50848: 18 times
Index 54462: 18 times
Index 9834: 18 times
Index 55606: 18 times
Index 2999: 18 times
Index 19628: 18 times
Index 56360: 18 times
Index 16063: 18 times
Index 16947: 18 times
Index 57327: 18 times
Index 55256: 18 times
Index 14260: 18 times
Index 7894: 18 times
Index 62782: 18 times
Index 10710: 18 times
Index 6407: 18 times
Index 59786: 18 times
Index 58653: 18 times
Index 21608: 18 times
Index 30873: 18 times
Index 5859: 18 times
Index 3365: 18 times
Index 38345: 18 times
Index 21327: 18 times
Index 26843: 18 times
Index 19303: 18 times
Index 7719: 18 times
Index 59133: 18 times
Index 38501: 18 times
Index 10347: 18 times
Index 18734: 18 times
Index 23817: 18 times
Index 63478: 18 times
Index 19352: 18 times
Index 16945: 18 times
Index 57676: 18 times
Index 54441: 18 times
Index 41634: 18 times
Index 33162: 17 times
Index 47026: 17 times
Index 49995: 17 times
Index 19459: 17 times
Index 52542: 17 times
Index 20570: 17 times
Index 6049: 17 times
Index 21809: 17 times
Index 41832: 17 times
Index 1381: 17 times
Index 64291: 17 times
Index 54662: 17 times
Index 26057: 17 times
Index 47195: 17 times
Index 1541: 17 times
Index 22196: 17 times
Index 17591: 17 times
Index 53613: 17 times
Index 24183: 17 times
Index 35867: 17 times
Index 15419: 17 times
Index 37925: 17 times
Index 56268: 17 times
Index 46450: 17 times
Index 64969: 17 times
Index 58722: 17 times
Index 60384: 17 times
Index 27077: 17 times
Index 51468: 17 times
Index 2824: 17 times
Index 10647: 17 times
Index 14885: 17 times
Index 11856: 17 times
Index 27484: 17 times
Index 44748: 17 times
Index 21119: 17 times
Index 14732: 17 times
Index 28062: 17 times
Index 56579: 17 times
Index 27222: 17 times
Index 20458: 17 times
Index 23121: 17 times
Index 2612: 17 times
Index 17841: 17 times
Index 42830: 17 times
Index 38653: 17 times
Index 50867: 17 times
Index 55657: 17 times
Index 42709: 17 times
Index 27296: 17 times
Index 47297: 16 times
Index 2595: 16 times
Index 52719: 16 times
Index 59910: 16 times
Index 36918: 16 times
Index 61917: 16 times
Index 41200: 16 times
Index 20549: 16 times
Index 6656: 16 times
Index 60547: 16 times
Index 907: 16 times
Index 28152: 16 times
Index 44399: 16 times
Index 56861: 16 times
Index 37095: 16 times
Index 14395: 16 times
Index 58515: 16 times
Index 51792: 16 times
Index 15976: 16 times
Index 42249: 16 times
Index 52793: 16 times
Index 8738: 16 times
Index 40709: 16 times
Index 54046: 16 times
Index 538: 16 times
Index 35613: 16 times
Index 55280: 16 times
Index 57742: 16 times
Index 34702: 16 times
Index 22692: 16 times
Index 52187: 16 times
Index 27926: 16 times
Index 58290: 16 times
Index 11457: 16 times
Index 51065: 16 times
Index 40777: 16 times
Index 20837: 16 times
Index 45764: 16 times
Index 52686: 16 times
Index 9584: 16 times
Index 18532: 16 times
Index 17980: 16 times
Index 34844: 16 times
Index 520: 16 times
Index 17262: 16 times
Index 151: 16 times
Index 52387: 16 times
Index 52536: 16 times
Index 59934: 16 times
Index 25120: 16 times
Index 39260: 16 times
Index 62769: 16 times
Index 15149: 15 times
Index 17191: 15 times
Index 5887: 15 times
Index 55185: 15 times
Index 45052: 15 times
Index 11033: 15 times
Index 6: 15 times
Index 57526: 15 times
Index 61152: 15 times
Index 46444: 15 times
Index 53238: 15 times
Index 28491: 15 times
Index 16097: 15 times
Index 6284: 15 times
Index 6914: 15 times
Index 54005: 15 times
Index 59690: 15 times
Index 7008: 15 times
Index 7643: 15 times
Index 18784: 15 times
Index 58276: 15 times
Index 23347: 15 times
Index 59583: 15 times
Index 37845: 15 times
Index 42314: 15 times
Index 53977: 15 times
Index 42458: 15 times
Index 5824: 15 times
Index 47535: 15 times
Index 51073: 15 times
Index 56572: 15 times
Index 37099: 15 times
Index 32423: 15 times
Index 37860: 15 times
Index 41158: 15 times
Index 45513: 15 times
Index 44650: 15 times
Index 60454: 15 times
Index 23783: 15 times
Index 47808: 15 times
Index 52967: 15 times
Index 8408: 15 times
Index 11733: 15 times
Index 24801: 15 times
Index 52115: 15 times
Index 39074: 15 times
Index 48514: 15 times
Index 48286: 15 times
Index 10422: 15 times
Index 11107: 15 times
Index 25659: 15 times
Index 27968: 15 times
Index 37002: 15 times
Index 8729: 15 times
Index 55954: 15 times
Index 54248: 15 times
Index 11667: 15 times
Index 21931: 15 times
Index 58372: 15 times
Index 34592: 15 times
Index 40412: 15 times
Index 27764: 15 times
Index 36762: 15 times
Index 20346: 14 times
Index 65425: 14 times
Index 54333: 14 times
Index 52375: 14 times
Index 48030: 14 times
Index 35641: 14 times
Index 2537: 14 times
Index 41443: 14 times
Index 27975: 14 times
Index 18027: 14 times
Index 53096: 14 times
Index 29400: 14 times
Index 6406: 14 times
Index 48353: 14 times
Index 46789: 14 times
Index 10776: 14 times
Index 8914: 14 times
Index 2387: 14 times
Index 59099: 14 times
Index 46252: 14 times
Index 60803: 14 times
Index 4576: 14 times
Index 1177: 14 times
Index 2873: 14 times
Index 21493: 14 times
Index 20989: 14 times
Index 19379: 14 times
Index 39571: 14 times
Index 47482: 14 times
Index 23343: 14 times
Index 24026: 14 times
Index 26517: 14 times
Index 49351: 14 times
Index 21798: 14 times
Index 26114: 14 times
Index 30812: 14 times
Index 45375: 14 times
Index 41216: 14 times
Index 30770: 14 times
Index 55584: 14 times
Index 24110: 14 times
Index 5277: 14 times
Index 16852: 14 times
Index 5344: 14 times
Index 31038: 14 times
Index 19687: 14 times
Index 19729: 14 times
Index 31946: 14 times
Index 47996: 14 times
Index 19520: 14 times
Index 28482: 14 times
Index 3285: 14 times
Index 33816: 14 times
Index 40526: 14 times
Index 1663: 14 times
Index 46600: 14 times
Index 39964: 14 times
Index 12942: 14 times
Index 39212: 14 times
Index 41124: 14 times
Index 43686: 14 times
Index 61889: 14 times
Index 37118: 14 times
Index 27877: 14 times
Index 16282: 14 times
Index 28554: 14 times
Index 20860: 14 times
Index 23847: 14 times
Index 34552: 14 times
Index 44324: 14 times
Index 10217: 14 times
Index 25031: 14 times
Index 53602: 14 times
Index 34265: 14 times
Index 33380: 14 times
Index 7020: 14 times
Index 61012: 14 times
Index 6320: 14 times
Index 6893: 14 times
Index 51787: 14 times
Index 15083: 14 times
Index 36651: 14 times
Index 7759: 14 times
Index 59774: 14 times
Index 57672: 14 times
Index 33978: 14 times
Index 58068: 13 times
Index 21094: 13 times
Index 32036: 13 times
Index 25876: 13 times
Index 44930: 13 times
Index 17757: 13 times
Index 2420: 13 times
Index 3794: 13 times
Index 59836: 13 times
Index 47489: 13 times
Index 17674: 13 times
Index 56118: 13 times
Index 1000: 13 times
Index 40091: 13 times
Index 24642: 13 times
Index 4744: 13 times
Index 49566: 13 times
Index 57402: 13 times
Index 12278: 13 times
Index 52180: 13 times
Index 2511: 13 times
Index 24181: 13 times
Index 5010: 13 times
Index 14854: 13 times
Index 61890: 13 times
Index 52106: 13 times
Index 52791: 13 times
Index 52087: 13 times
Index 41139: 13 times
Index 11780: 13 times
Index 28666: 13 times
Index 26279: 13 times
Index 947: 13 times
Index 63892: 13 times
Index 61728: 13 times
Index 163: 13 times
Index 5515: 13 times
Index 52144: 13 times
Index 26077: 13 times
Index 63803: 13 times
Index 33250: 13 times
Index 11974: 13 times
Index 51029: 13 times
Index 42997: 13 times
Index 64306: 13 times
Index 58754: 13 times
Index 32001: 13 times
Index 36552: 13 times
Index 8267: 13 times
Index 57349: 13 times
Index 25369: 13 times
Index 54720: 13 times
Index 41088: 13 times
Index 45625: 13 times
Index 64732: 13 times
Index 62466: 13 times
Index 1292: 13 times
Index 17577: 13 times
Index 49596: 13 times
Index 61670: 13 times
Index 51571: 13 times
Index 18363: 13 times
Index 29752: 13 times
Index 31295: 13 times
Index 14453: 13 times
Index 44476: 13 times
Index 53652: 13 times
Index 58374: 13 times
Index 51971: 13 times
Index 60895: 13 times
Index 28859: 13 times
Index 42269: 13 times
Index 59743: 13 times
Index 40531: 13 times
Index 11892: 13 times
Index 43834: 13 times
Index 47214: 13 times
Index 13842: 13 times
Index 20780: 13 times
Index 32038: 13 times
Index 975: 13 times
Index 7921: 13 times
Index 60139: 13 times
Index 55352: 13 times
Index 45755: 13 times
Index 19362: 13 times
Index 13886: 13 times
Index 9084: 13 times
Index 27278: 13 times
Index 19044: 13 times
Index 57600: 12 times
Index 56771: 12 times
Index 45733: 12 times
Index 11173: 12 times
Index 4876: 12 times
Index 11611: 12 times
Index 59680: 12 times
Index 26481: 12 times
Index 36805: 12 times
Index 26261: 12 times
Index 65096: 12 times
Index 48809: 12 times
Index 16224: 12 times
Index 19323: 12 times
Index 50662: 12 times
Index 34907: 12 times
Index 21521: 12 times
Index 50780: 12 times
Index 59697: 12 times
Index 26907: 12 times
Index 46619: 12 times
Index 444: 12 times
Index 42663: 12 times
Index 33335: 12 times
Index 18935: 12 times
Index 59978: 12 times
Index 13577: 12 times
Index 9419: 12 times
Index 58576: 12 times
Index 32358: 12 times
Index 19198: 12 times
Index 17536: 12 times
Index 52168: 12 times
Index 45960: 12 times
Index 11645: 12 times
Index 18155: 12 times
Index 38492: 12 times
Index 12161: 12 times
Index 16338: 12 times
Index 11187: 12 times
Index 22983: 12 times
Index 22927: 12 times
Index 37781: 12 times
Index 36325: 12 times
Index 57358: 12 times
Index 25516: 12 times
Index 33255: 12 times
Index 1038: 12 times
Index 32190: 12 times
Index 59547: 12 times
Index 45651: 12 times
Index 47716: 12 times
Index 20582: 12 times
Index 44311: 12 times
Index 31198: 12 times
Index 5914: 12 times
Index 52728: 12 times
Index 11690: 12 times
Index 53522: 12 times
Index 60078: 12 times
Index 17360: 12 times
Index 63847: 12 times
Index 10928: 12 times
Index 52588: 12 times
Index 9671: 12 times
Index 17067: 12 times
Index 24802: 12 times
Index 55722: 12 times
Index 40874: 12 times
Index 37722: 12 times
Index 17123: 12 times
Index 39752: 12 times
Index 25103: 12 times
Index 25371: 12 times
Index 28550: 12 times
Index 26831: 12 times
Index 47747: 12 times
Index 29304: 12 times
Index 4470: 12 times
Index 51344: 12 times
Index 55909: 12 times
Index 25544: 12 times
Index 59833: 12 times
Index 12954: 12 times
Index 33633: 12 times
Index 19497: 12 times
Index 39053: 12 times
Index 49874: 12 times
Index 46314: 12 times
Index 7987: 12 times
Index 20061: 12 times
Index 57263: 12 times
Index 37823: 12 times
Index 61365: 11 times
Index 14444: 11 times
Index 51238: 11 times
Index 19798: 11 times
Index 61253: 11 times
Index 10482: 11 times
Index 36322: 11 times
Index 20497: 11 times
Index 2974: 11 times
Index 5166: 11 times
Index 17743: 11 times
Index 50680: 11 times
Index 57901: 11 times
Index 27266: 11 times
Index 15414: 11 times
Index 51625: 11 times
Index 39639: 11 times
Index 15377: 11 times
Index 51218: 11 times
Index 44186: 11 times
Index 3325: 11 times
Index 36144: 11 times
Index 11195: 11 times
Index 41770: 11 times
Index 55078: 11 times
Index 10632: 11 times
Index 11301: 11 times
Index 25202: 11 times
Index 62050: 11 times
Index 59261: 11 times
Index 1443: 11 times
Index 3181: 11 times
Index 38617: 11 times
Index 3704: 11 times
Index 40704: 11 times
Index 52648: 11 times
Index 29738: 11 times
Index 60571: 11 times
Index 61482: 11 times
Index 32076: 11 times
Index 40700: 11 times
Index 7756: 11 times
Index 57502: 11 times
Index 63575: 11 times
Index 44103: 11 times
Index 61522: 11 times
Index 37071: 11 times
Index 37258: 11 times
Index 25539: 11 times
Index 4792: 11 times
Index 55140: 11 times
Index 42311: 11 times
Index 34210: 11 times
Index 59866: 11 times
Index 43186: 11 times
Index 62814: 11 times
Index 38942: 11 times
Index 38014: 11 times
Index 17630: 11 times
Index 10096: 11 times
Index 8841: 11 times
Index 63541: 11 times
Index 13876: 11 times
Index 25035: 11 times
Index 10499: 11 times
Index 34193: 11 times
Index 36058: 11 times
Index 1589: 11 times
Index 20980: 11 times
Index 56578: 11 times
Index 48329: 11 times
Index 54533: 11 times
Index 5922: 11 times
Index 19760: 11 times
Index 44059: 11 times
Index 40203: 11 times
Index 48825: 11 times
Index 1857: 11 times
Index 17766: 11 times
Index 54853: 11 times
Index 5653: 11 times
Index 34377: 11 times
Index 62706: 11 times
Index 31807: 11 times
Index 32350: 11 times
Index 8415: 11 times
Index 32513: 11 times
Index 19550: 11 times
Index 6848: 11 times
Index 18748: 11 times
Index 49170: 11 times
Index 22010: 11 times
Index 47366: 11 times
Index 24992: 11 times
Index 7439: 11 times
Index 34635: 11 times
Index 28268: 11 times
Index 36708: 11 times
Index 32037: 11 times
Index 15836: 11 times
Index 38395: 11 times
Index 20809: 11 times
Index 13332: 11 times
Index 16789: 11 times
Index 54870: 11 times
Index 50123: 10 times
Index 58092: 10 times
Index 44813: 10 times
Index 5960: 10 times
Index 32884: 10 times
Index 43141: 10 times
Index 36557: 10 times
Index 14573: 10 times
Index 49781: 10 times
Index 8413: 10 times
Index 19626: 10 times
Index 55226: 10 times
Index 50304: 10 times
Index 59123: 10 times
Index 29503: 10 times
Index 7709: 10 times
Index 53261: 10 times
Index 6535: 10 times
Index 58396: 10 times
Index 45273: 10 times
Index 39450: 10 times
Index 52169: 10 times
Index 25385: 10 times
Index 58657: 10 times
Index 25665: 10 times
Index 33395: 10 times
Index 34626: 10 times
Index 36748: 10 times
Index 13777: 10 times
Index 64477: 10 times
Index 28348: 10 times
Index 7745: 10 times
Index 34231: 10 times
Index 38756: 10 times
Index 26423: 10 times
Index 10858: 10 times
Index 10094: 10 times
Index 47791: 10 times
Index 2196: 10 times
Index 61044: 10 times
Index 402: 10 times
Index 55089: 10 times
Index 53384: 10 times
Index 11663: 10 times
Index 6156: 10 times
Index 35095: 10 times
Index 3900: 10 times
Index 59644: 10 times
Index 40476: 10 times
Index 10308: 10 times
Index 22923: 10 times
Index 16886: 10 times
Index 13439: 10 times
Index 40472: 10 times
Index 60363: 10 times
Index 11226: 10 times
Index 34173: 10 times
Index 39229: 10 times
Index 40294: 10 times
Index 11465: 10 times
Index 41075: 10 times
Index 117: 10 times
Index 22803: 10 times
Index 12373: 10 times
Index 44189: 10 times
Index 59328: 10 times
Index 36834: 10 times
Index 45763: 10 times
Index 19870: 10 times
Index 41098: 10 times
Index 24990: 10 times
Index 41045: 10 times
Index 5872: 10 times
Index 1545: 10 times
Index 60542: 10 times
Index 63466: 10 times
Index 43180: 10 times
Index 21273: 10 times
Index 57250: 10 times
Index 51853: 10 times
Index 25358: 10 times
Index 32559: 10 times
Index 30889: 10 times
Index 65449: 10 times
Index 38348: 10 times
Index 56341: 10 times
Index 31424: 10 times
Index 39409: 10 times
Index 12029: 10 times
Index 54408: 10 times
Index 47415: 10 times
Index 53661: 10 times
Index 3226: 10 times
Index 45065: 10 times
Index 26475: 10 times
Index 49856: 10 times
Index 57773: 10 times
Index 20489: 10 times
Index 11428: 10 times
Index 56179: 10 times
Index 46587: 10 times
Index 14592: 10 times
Index 27054: 10 times
Index 28417: 10 times
Index 3350: 10 times
Index 38026: 10 times
Index 40306: 10 times
Index 61655: 10 times
Index 26776: 10 times
Index 46157: 10 times
Index 26453: 10 times
Index 3259: 10 times
Index 59541: 10 times
Index 26783: 10 times
Index 3384: 9 times
Index 24867: 9 times
Index 39666: 9 times
Index 62617: 9 times
Index 28328: 9 times
Index 56568: 9 times
Index 41469: 9 times
Index 36449: 9 times
Index 60168: 9 times
Index 60880: 9 times
Index 47592: 9 times
Index 16597: 9 times
Index 15708: 9 times
Index 44298: 9 times
Index 26819: 9 times
Index 31095: 9 times
Index 45341: 9 times
Index 37712: 9 times
Index 41580: 9 times
Index 5554: 9 times
Index 46408: 9 times
Index 63518: 9 times
Index 55345: 9 times
Index 30469: 9 times
Index 46200: 9 times
Index 7073: 9 times
Index 27737: 9 times
Index 4109: 9 times
Index 19819: 9 times
Index 53565: 9 times
Index 21711: 9 times
Index 4827: 9 times
Index 50346: 9 times
Index 60742: 9 times
Index 46882: 9 times
Index 21241: 9 times
Index 20071: 9 times
Index 64012: 9 times
Index 17759: 9 times
Index 46610: 9 times
Index 39535: 9 times
Index 28126: 9 times
Index 19336: 9 times
Index 20409: 9 times
Index 17595: 9 times
Index 49915: 9 times
Index 38538: 9 times
Index 48871: 9 times
Index 19407: 9 times
Index 35670: 9 times
Index 26331: 9 times
Index 23281: 9 times
Index 50627: 9 times
Index 64784: 9 times
Index 21125: 9 times
Index 44824: 9 times
Index 53122: 9 times
Index 36033: 9 times
Index 43298: 9 times
Index 48499: 9 times
Index 15170: 9 times
Index 53504: 9 times
Index 12227: 9 times
Index 31333: 9 times
Index 59731: 9 times
Index 34616: 9 times
Index 46914: 9 times
Index 10254: 9 times
Index 36697: 9 times
Index 27825: 9 times
Index 58937: 9 times
Index 57735: 9 times
Index 5323: 9 times
Index 2432: 9 times
Index 54748: 9 times
Index 26451: 9 times
Index 15183: 9 times
Index 47991: 9 times
Index 14571: 9 times
Index 6911: 9 times
Index 29852: 9 times
Index 61014: 9 times
Index 10620: 9 times
Index 20022: 9 times
Index 34547: 9 times
Index 11800: 9 times
Index 43586: 9 times
Index 22544: 9 times
Index 6231: 9 times
Index 53121: 9 times
Index 25349: 9 times
Index 4365: 9 times
Index 55064: 9 times
Index 37890: 9 times
Index 16703: 9 times
Index 45767: 9 times
Index 14758: 9 times
Index 36794: 9 times
Index 64465: 9 times
Index 14192: 9 times
Index 55897: 9 times
Index 22502: 9 times
Index 18126: 9 times
Index 27226: 9 times
Index 46839: 9 times
Index 50253: 9 times
Index 47559: 9 times
Index 53370: 9 times
Index 45309: 9 times
Index 21103: 9 times
Index 50189: 9 times
Index 45671: 9 times
Index 37832: 9 times
Index 62099: 9 times
Index 39181: 9 times
Index 57370: 9 times
Index 59034: 9 times
Index 12177: 9 times
Index 19026: 9 times
Index 45909: 9 times
Index 10268: 9 times
Index 24361: 9 times
Index 13694: 8 times
Index 23011: 8 times
Index 22541: 8 times
Index 36421: 8 times
Index 17624: 8 times
Index 10988: 8 times
Index 39740: 8 times
Index 59111: 8 times
Index 13412: 8 times
Index 15140: 8 times
Index 42225: 8 times
Index 22091: 8 times
Index 61244: 8 times
Index 359: 8 times
Index 47943: 8 times
Index 9832: 8 times
Index 39349: 8 times
Index 27663: 8 times
Index 36359: 8 times
Index 55471: 8 times
Index 56858: 8 times
Index 3586: 8 times
Index 58906: 8 times
Index 1943: 8 times
Index 36541: 8 times
Index 60603: 8 times
Index 28099: 8 times
Index 49493: 8 times
Index 10108: 8 times
Index 54424: 8 times
Index 25561: 8 times
Index 44699: 8 times
Index 1898: 8 times
Index 2832: 8 times
Index 17358: 8 times
Index 13797: 8 times
Index 27197: 8 times
Index 16022: 8 times
Index 51759: 8 times
Index 16749: 8 times
Index 28421: 8 times
Index 35827: 8 times
Index 33849: 8 times
Index 49892: 8 times
Index 64398: 8 times
Index 28678: 8 times
Index 12536: 8 times
Index 35618: 8 times
Index 49393: 8 times
Index 15985: 8 times
Index 33309: 8 times
Index 32322: 8 times
Index 26550: 8 times
Index 18531: 8 times
Index 47909: 8 times
Index 18270: 8 times
Index 20762: 8 times
Index 26104: 8 times
Index 58661: 8 times
Index 60719: 8 times
Index 2736: 8 times
Index 20291: 8 times
Index 51846: 8 times
Index 20947: 8 times
Index 64462: 8 times
Index 2395: 8 times
Index 1716: 8 times
Index 36619: 8 times
Index 39563: 8 times
Index 15824: 8 times
Index 17875: 8 times
Index 63007: 8 times
Index 52617: 8 times
Index 43710: 8 times
Index 58496: 8 times
Index 52295: 8 times
Index 55390: 8 times
Index 40722: 8 times
Index 8821: 8 times
Index 3400: 8 times
Index 46853: 8 times
Index 24717: 8 times
Index 60063: 8 times
Index 59613: 8 times
Index 40383: 8 times
Index 38970: 8 times
Index 56005: 8 times
Index 23651: 8 times
Index 37941: 8 times
Index 18218: 8 times
Index 25924: 8 times
Index 8788: 8 times
Index 58939: 8 times
Index 47279: 8 times
Index 42562: 8 times
Index 62268: 8 times
Index 3305: 8 times
Index 17210: 8 times
Index 20794: 8 times
Index 32895: 8 times
Index 11318: 8 times
Index 55168: 8 times
Index 24342: 8 times
Index 59766: 8 times
Index 18325: 8 times
Index 47401: 8 times
Index 50575: 8 times
Index 35680: 8 times
Index 56171: 8 times
Index 3070: 8 times
Index 29988: 8 times
Index 7384: 8 times
Index 1993: 8 times
Index 47799: 8 times
Index 4814: 8 times
Index 28703: 8 times
Index 21880: 8 times
Index 28244: 8 times
Index 55828: 8 times
Index 17685: 8 times
Index 12095: 8 times
Index 24227: 8 times
Index 1912: 8 times
Index 16100: 8 times
